title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,image_urls,url
VILLA PERUM NUANSA CLIFF TAMAN GRIYA JIMBARAN BADUNG BALI,Rp 150.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,1,175,165,,DISEWAKAN VILLA PERUM NUANSA CLIFF TAMAN GRIYA JIMBARAN BADUNG BALI DISEWAKAN Rp. 150 JT perTAHUN MIN SEWA 1 TAHUN OPSI SEWA BULANAN HARGA Rp. 25 JT perBULAN LT : 175 M2 LB : 165 M2 SHM HADAP UTARA VILLA 1 LANTAI FULL FURNISHED SWIMMING POOL R. TAMU DAPUR KAMAR TIDUR KAMAR MANDI R. LAUNDRY HALAMAN PARKIR AREA AKSES JALAN 6 M,,Galaxy Kuta,2026-03-10T21:49:35+07:00,https://apollo.olx.co.id/v1/files/690ea56a966f5-ID/image,https://apollo.olx.co.id/v1/files/690ea56a966f5-ID/image | https://apollo.olx.co.id/v1/files/690ea56abf4f6-ID/image | https://apollo.olx.co.id/v1/files/690ea56a22e31-ID/image | https://apollo.olx.co.id/v1/files/690ea56a09aa0-ID/image,https://www.olx.co.id/item/villa-perum-nuansa-cliff-taman-griya-jimbaran-badung-bali-iid-940510894
3 Bedroom Villa for rent in Tabanan Bali,Rp 25.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,160,190,,This beautifully appointed 3-bedroom villa offers the perfect blend of modern comfort and relaxed coastal living just minutes from the beach. Property Features:Land size 160 sq m Build size 190 sq m 3 spacious bedrooms each with its own en-suite bathroom Ocean views from the upstairs bedrooms—wake up to the sound of the waves Fully enclosed design—enjoy privacy and security Air conditioning throughout for year-round comfort Private swimming pool set in a lush low-maintenance garden Semi furnished with stylish decor and quality finishes Modern open-plan kitchen and dining area Ample natural light and breezy indoor-outdoor flow   Location Highlights: Short walk to the beach Peaceful neighborhood surrounded by rice fields and tropical greenery Easy access to cafes local markets and main roads connecting Canggu and Seminyak Rental Details: Available for yearly rentalSecurity deposit IDR.25 million,,FazWaz Bali,2026-03-10T18:03:41+07:00,https://apollo.olx.co.id/v1/files/69affa8aebd88-ID/image,https://apollo.olx.co.id/v1/files/69affa8aebd88-ID/image | https://apollo.olx.co.id/v1/files/69affa895d532-ID/image | https://apollo.olx.co.id/v1/files/69affa8a9e86f-ID/image | https://apollo.olx.co.id/v1/files/69affa893e5bc-ID/image | https://apollo.olx.co.id/v1/files/69affa890ee9f-ID/image | https://apollo.olx.co.id/v1/files/69affa8b872c5-ID/image | https://apollo.olx.co.id/v1/files/69affa8bad03c-ID/image | https://apollo.olx.co.id/v1/files/69affa8b2c18e-ID/image | https://apollo.olx.co.id/v1/files/69affa8b71720-ID/image | https://apollo.olx.co.id/v1/files/69affa8b09a5d-ID/image | https://apollo.olx.co.id/v1/files/69affa8c06117-ID/image | https://apollo.olx.co.id/v1/files/69affa8caf1e5-ID/image | https://apollo.olx.co.id/v1/files/69affa8c846c2-ID/image | https://apollo.olx.co.id/v1/files/69affa8c9eafa-ID/image | https://apollo.olx.co.id/v1/files/69affa8c7a412-ID/image | https://apollo.olx.co.id/v1/files/69affa8d80708-ID/image | https://apollo.olx.co.id/v1/files/69affa8d60d4c-ID/image,https://www.olx.co.id/item/3-bedroom-villa-for-rent-in-tabanan-bali-iid-943773067
Di kontrakan rumah jalan Pura Demak Denpasar Bali,Rp 70.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,2,200,200,,Di kontrakan rumah jalan Pura Demak Denpasar Bali luas 2 are lantai 1 3 kamar tidur 2 kamar mandi halaman listrik 2200 Watt sumur bor jalan 5 meter 2 AC KOMPOR KULKAS Minimal kontrak 2 thn harga 70 jt / thn,,Murti,2026-03-10T16:19:05+07:00,https://apollo.olx.co.id/v1/files/69afe2089ec03-ID/image,https://apollo.olx.co.id/v1/files/69afe2089ec03-ID/image | https://apollo.olx.co.id/v1/files/69afe2079c93c-ID/image | https://apollo.olx.co.id/v1/files/69afe20719c42-ID/image | https://apollo.olx.co.id/v1/files/69afe207e9a69-ID/image | https://apollo.olx.co.id/v1/files/69afe2078885c-ID/image | https://apollo.olx.co.id/v1/files/69afe20967f66-ID/image,https://www.olx.co.id/item/di-kontrakan-rumah-jalan-pura-demak-denpasar-bali-iid-943770699
Di kontrakan rumah jalan Pura Demak DPS Bali,Rp 70.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,2,200,100,SHM - Sertifikat Hak Milik,Di kontrakan rumah jalan Pura Demak Denpasar Bali Luas 200 M2 Lb 100 M2 Lantai 1 3 kamar tidur 2 kamar mandi Halaman Listrik 2200 Watt Sumur bor 2 AC KOMPOR KULKAS Jalan 5 meter Minimal kontrak 2 thn Harga 70 jt / thn,,murtisoka67,2026-03-10T16:11:23+07:00,https://apollo.olx.co.id/v1/files/69afdf77e8660-ID/image,https://apollo.olx.co.id/v1/files/69afdf77e8660-ID/image | https://apollo.olx.co.id/v1/files/69afdf77e4058-ID/image | https://apollo.olx.co.id/v1/files/69afdf78a6797-ID/image | https://apollo.olx.co.id/v1/files/69afdf7906375-ID/image | https://apollo.olx.co.id/v1/files/69afdf791f66e-ID/image | https://apollo.olx.co.id/v1/files/69afdf7a80589-ID/image,https://www.olx.co.id/item/di-kontrakan-rumah-jalan-pura-demak-dps-bali-iid-943770461
MONTHLY / YEARLY VILLA RENT IN CANGGU BALI,Rp 33.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,305,210,SHM - Sertifikat Hak Milik,Monthly: IDR 33.000.000 (Wi-Fi Pool maintainance gardener housekeeper included) Yearly: IDR 240.000.000 This cozy family-friendly villa is located in the northside of Pererenan offering a fresh and natural atmosphere. This 3-bedroom villa could accommodate up to 6 guests---perfect for families couples and small groups. Other than that this villa offers: - Private swimming pool - Bathtub - Vast Garden - Large living and dining area - fully equipped kitchen - Wi-Fi - Air conditioner - Weekly Housekeeping Gardening pool maintainance every week The villa also offers an enclosed garage providing secure parking and additional storage space. Located in a peaceful neighbourhood while still being just a 10-minute drive to Pererenan Beach. There you can enjoy surfing and many beachfront cafes fine dining restaurants and sunset bars. For those seeking wellness and leisure nearby you’ll find yoga studios spas and boutique shops. Most importantly we can ensure you this villa offers a private clean and cozy space just for you and your family and friends! What are you waiting for? Book now! * All transactions are in IDR only. Other currencies will fluctuate according to the exchange rate of the day and to be used for reference only.,,Asti,2026-02-21T22:41:11+07:00,https://apollo.olx.co.id/v1/files/695a5f1fdc71d-ID/image,https://apollo.olx.co.id/v1/files/695a5f1fdc71d-ID/image | https://apollo.olx.co.id/v1/files/695a5f56ce7eb-ID/image | https://apollo.olx.co.id/v1/files/695a5f5753c5f-ID/image | https://apollo.olx.co.id/v1/files/695a5f561a244-ID/image | https://apollo.olx.co.id/v1/files/695a5f5679046-ID/image | https://apollo.olx.co.id/v1/files/695a5f5743dae-ID/image | https://apollo.olx.co.id/v1/files/695a5f56077a0-ID/image | https://apollo.olx.co.id/v1/files/695a5f566a29e-ID/image | https://apollo.olx.co.id/v1/files/695a5f5662bf4-ID/image | https://apollo.olx.co.id/v1/files/695a5f56e214c-ID/image | https://apollo.olx.co.id/v1/files/695a5f56d1f42-ID/image,https://www.olx.co.id/item/monthly-yearly-villa-rent-in-canggu-bali-iid-942055563
For rent 2 bedroom at Kerobokan,Rp 100.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,1,0,100,,For rent 2 bedroom house at Bale park Kerobokan One gate system Acces road 7 m Land size 100 m2 Building size 65 m2 2 Bedroom 1 Bathroom Rental price 100 milllion/year,,Arul LJH Grand Canggu,2026-03-09T12:08:05+07:00,https://apollo.olx.co.id/v1/files/69ae4f6e9b135-ID/image,https://apollo.olx.co.id/v1/files/69ae4f6e9b135-ID/image | https://apollo.olx.co.id/v1/files/69ae4f6e4b9b7-ID/image | https://apollo.olx.co.id/v1/files/69ae4f6e33a0c-ID/image | https://apollo.olx.co.id/v1/files/69ae4f6ebafc2-ID/image | https://apollo.olx.co.id/v1/files/69ae4f6e1eb6e-ID/image | https://apollo.olx.co.id/v1/files/69ae4f70858fb-ID/image | https://apollo.olx.co.id/v1/files/69ae4f7092cc0-ID/image | https://apollo.olx.co.id/v1/files/69ae4f7099352-ID/image | https://apollo.olx.co.id/v1/files/69ae4f7024dd8-ID/image | https://apollo.olx.co.id/v1/files/69ae4f70ced5a-ID/image,https://www.olx.co.id/item/for-rent-2-bedroom-at-kerobokan-iid-943736635
Rumah 2 Lantai Akses Fasilitas Umum Disewakan di Denpasar Barat Area,Rp 100.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,2,70,210,,Disewakan Rumah Bagus 2 Lantai Area Denpasar Barat Lokasi Strategis: 7 menit Rumah sakit Balimed 10 menit Ke pusat Kuliner Teuku umar Barat 16 menit ke Bali Kiddy School Detail Properti: Luas Tanah 70 m² Luas Bangunan 140 m² Kamar Tidur 3 Kamar Mandi 2 Daya Listrik 2200 Watt Sumber Air Sumur Bor Hadap Utara Akses Jalan Berapa meter: 5 meter (Note: Bonus AC 2 kamar kompor tanam dan kulkas pintu) Harga Sewa Rp. 100 Juta / tahun Bagi yang berminat dengan property ini dapat menghubungi Ayunda,,Re/Max Jaya Hendro,2026-03-10T14:35:13+07:00,https://apollo.olx.co.id/v1/files/69afc9ae8ac0d-ID/image,https://apollo.olx.co.id/v1/files/69afc9ae8ac0d-ID/image | https://apollo.olx.co.id/v1/files/69afc9ae1c350-ID/image | https://apollo.olx.co.id/v1/files/69afc9ae9c1e4-ID/image | https://apollo.olx.co.id/v1/files/69afc9aef414f-ID/image | https://apollo.olx.co.id/v1/files/69afc9ae83731-ID/image | https://apollo.olx.co.id/v1/files/69afc9af54b50-ID/image | https://apollo.olx.co.id/v1/files/69afc9af011b5-ID/image | https://apollo.olx.co.id/v1/files/69afc9af44a3e-ID/image | https://apollo.olx.co.id/v1/files/69afc9af2058f-ID/image | https://apollo.olx.co.id/v1/files/69afc9afbdd6b-ID/image | https://apollo.olx.co.id/v1/files/69afc9b1c81ff-ID/image | https://apollo.olx.co.id/v1/files/69afc9b016591-ID/image | https://apollo.olx.co.id/v1/files/69afc9b086255-ID/image | https://apollo.olx.co.id/v1/files/69afc9b0129fd-ID/image | https://apollo.olx.co.id/v1/files/69afc9b013471-ID/image,https://www.olx.co.id/item/rumah-2-lantai-akses-fasilitas-umum-disewakan-di-denpasar-barat-area-iid-943767148
Joglo Wooden Villa for Rent in Tabanan,Rp 7.500.000,,Disewakan: Rumah & Apartemen dalam Bali,1,1,150,100,SHM - Sertifikat Hak Milik,Experience the charm of traditional Javanese architecture with modern comfort in this cozy wooden joglo villa nestled in the peaceful area of Tabanan Bali — perfect for those seeking a serene Balinese lifestyle away from the crowds. Ideal for: Digital nomads looking for a calm workspace Couples who enjoy privacy and comfort Long-term residents seeking a peaceful home in Bali For monthly or yearly rental.,,Prana Pratiata,2026-03-10T12:44:06+07:00,https://apollo.olx.co.id/v1/files/69afad191704e-ID/image,https://apollo.olx.co.id/v1/files/69afad191704e-ID/image | https://apollo.olx.co.id/v1/files/69afad2081f12-ID/image | https://apollo.olx.co.id/v1/files/69afad2512b87-ID/image | https://apollo.olx.co.id/v1/files/69afad2a48828-ID/image | https://apollo.olx.co.id/v1/files/69afad51d6429-ID/image | https://apollo.olx.co.id/v1/files/69afad5ea4d07-ID/image | https://apollo.olx.co.id/v1/files/69afad95f26ab-ID/image | https://apollo.olx.co.id/v1/files/69afadc5e21f3-ID/image | https://apollo.olx.co.id/v1/files/69afadc569698-ID/image | https://apollo.olx.co.id/v1/files/69afadc56af86-ID/image | https://apollo.olx.co.id/v1/files/69afadc5c1681-ID/image | https://apollo.olx.co.id/v1/files/69afadc5b9df9-ID/image | https://apollo.olx.co.id/v1/files/69afadc5a5034-ID/image | https://apollo.olx.co.id/v1/files/69afadc5517ce-ID/image | https://apollo.olx.co.id/v1/files/69afadc57029f-ID/image | https://apollo.olx.co.id/v1/files/69afadc578c53-ID/image | https://apollo.olx.co.id/v1/files/69afadc56253f-ID/image | https://apollo.olx.co.id/v1/files/69afadc530316-ID/image | https://apollo.olx.co.id/v1/files/69afadc52f945-ID/image | https://apollo.olx.co.id/v1/files/69afadc59da73-ID/image,https://www.olx.co.id/item/joglo-wooden-villa-for-rent-in-tabanan-iid-943763602
Villa Full Furnished For Rent In Umalas Kerobokan Kelod Area,Rp 285.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,4,150,360,,For Rent 3 Bedroom Quality Villa-Umalas Bali. Villa Features: Land Size: 150 m2 Building Size: 210 m2 3 Bedrooms + 3 Ensuite Bathrooms 1 Powder Room Living and Dining Area Fully Furnished 4 Air Conditioners Water Heater Swimming Pool 1 Staff Bedroom and 1 Staff Bathroom Parking Area Location Highlights: Approximately 5 minutes drive to Canggu (Canggu Club) Approximately 5 minutes drive to Seminyak Description: A modern and Fully Furnished living experience in the serene area of Umalas Bali. With spacious bedrooms a private Swimming Pool and a dedicated staff area this Villa is perfect for families or professionals seeking comfort and convenience. Its strategic location ensures easy access to the vibrant hubs of Canggu and Seminyak. Price: IDR 285 Milion / Year (Fully Furnished) Bagi yang berminat dengan property ini dapat menghubungi Hans,,Re/Max Jaya Hendro,2026-03-10T12:36:46+07:00,https://apollo.olx.co.id/v1/files/69afadede4906-ID/image,https://apollo.olx.co.id/v1/files/69afadede4906-ID/image | https://apollo.olx.co.id/v1/files/69afadeec2928-ID/image | https://apollo.olx.co.id/v1/files/69afaded43b0a-ID/image | https://apollo.olx.co.id/v1/files/69afaded8b45f-ID/image | https://apollo.olx.co.id/v1/files/69afaded95809-ID/image | https://apollo.olx.co.id/v1/files/69afadeeb89ab-ID/image | https://apollo.olx.co.id/v1/files/69afadeed5dba-ID/image,https://www.olx.co.id/item/villa-full-furnished-for-rent-in-umalas-kerobokan-kelod-area-iid-943763401
AMR-102.NVT,Rp 8.500.000,,Disewakan: Rumah & Apartemen dalam Bali,1,1,100,100,,Charming Wooden House for Monthly Rent in Padangsambian Kaja – Cozy 1BR Living with Private Garden Property ID: AMR-102.NVT Located in: Jl Kebo Iwa Utara Padangsambian Kaja Denpasar Barat Looking for a peaceful and unique place to live in Bali away from the crowded tourist zones but still close to everything? This beautiful wooden house in Jl Kebo Iwa Utara Padangsambian Kaja Denpasar Barat offers a warm tropical ambiance perfect for those who appreciate natural living privacy and comfort. Designed with a charming wooden concept and surrounded by a small garden this home is ideal for expats digital nomads or couples seeking a cozy Bali lifestyle. Property Specification Property ID: AMR-102.NVT Location: Jl Kebo Iwa Utara Padangsambian Kaja Denpasar Barat Land Size: 100 m² Building Size: 50 m² Floor: 1 Level Electricity: 2200 Watt Water Source: Drilled Well Water Facilities 1 Comfortable Bedroom Wardrobe Air Conditioning Kitchen Area Bathroom Water Heater Stove Refrigerator Smart TV Car Parking Space Garden Area Property Highlights Beautiful natural wooden house design Cozy 1-bedroom private home Fully equipped with kitchen & appliances Air conditioning & Smart TV for modern comfort Relaxing private garden space Private car parking available Strategic location close to Canggu & main city access PRICE Rp. 8.500.000-/Month Included: 1x/2 week Room cleaning 1x/2 week Change Linen Wifi Access Excluded: Security Deposit 1 mil (Refundable) Electricity Location Advantages Strategically located in Padangsambian Kaja this property offers quick access to many key destinations in Bali: ±20 minutes to Canggu Area ±25 minutes to Berawa & Batu Bolong ±30 minutes to Seminyak Easy access to Denpasar City Close to cafes restaurants supermarkets & local markets A perfect location for those who want peaceful living while staying connected to Bali’s vibrant lifestyle. Why This Property is Perfect Ideal for expats & digital nomads Peaceful residential neighborhood Unique Balinese wooden house vibe Affordable yearly rent in a growing area Comfortable for single living or couples Benefit Enjoy a comfortable Bali lifestyle privacy and a strategic location close to Canggu Seminyak and Denpasar while staying in a charming wooden home. Book Your Viewing Today Contact us today to schedule a viewing before it’s rented! Wooden houses with this charm and price rarely stay long on the market. Contact us now for more information or to arrange a private viewing. #BaliHouseForRent #DalungProperty #BaliWoodenHouse #BaliLongTermRental #BaliExpatLiving #CangguRental #BaliPropertyMarket #BaliRentalHome #LivingInBali #BaliRealEstate,,Bali Kubu Properti,2026-03-10T10:59:34+07:00,https://apollo.olx.co.id/v1/files/69af97243d5b7-ID/image,https://apollo.olx.co.id/v1/files/69af97243d5b7-ID/image | https://apollo.olx.co.id/v1/files/69af972402536-ID/image | https://apollo.olx.co.id/v1/files/69af972417f50-ID/image | https://apollo.olx.co.id/v1/files/69af9724ebb07-ID/image | https://apollo.olx.co.id/v1/files/69af9724dbc26-ID/image | https://apollo.olx.co.id/v1/files/69af972547f0e-ID/image | https://apollo.olx.co.id/v1/files/69af97257e9e5-ID/image | https://apollo.olx.co.id/v1/files/69af9725ccc22-ID/image,https://www.olx.co.id/item/amr-102nvt-iid-943760131
Leasehold 2 Bedroom Villa in Prime Seminyak,Rp 4.250.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,96,128,,Leasehold 2 Bedroom Villa in Prime Seminyak Located in one of the most strategic areas in Seminyak this modern fully furnished villa sits in Gang Kahyangan Oberoi within walking distance to Bali's most popular restaurants beach clubs and lifestyle destinations. Perfect as a private residence or high-yield rental investment. Prime Location : 3 minutes by scooter to Ku De Ta Beach Si Jin Steakhouse La Favela and Seminyak Square. 3 minutes walk to Ultimo Kilo Kitchen Bali La Lucciola and Revolver Espresso. 5 minutes walk to supermarket. 10 minutes walk to Potato Head Beach Club W Bali - Seminyak and Pison Coffee. 20 minutes drive to Ngurah Rai International Airport. Property Details : Land Size: 95.6 m² Building Size: 128 m² Bedrooms: 2 Bathrooms: 2 Closed Living & Dining Area Fully Furnished Modern Kitchen & Refrigerator Smart TV Fast Internet Smart Home System (Lighting & CCTV) Wireless Speaker System High Quality Building Materials Premium KingKoil Beds Leasehold until July 2048 Price : IDR 4250 Billion (Negotiable) -DP-,,Ray White Kuta,2026-03-10T09:25:48+07:00,https://apollo.olx.co.id/v1/files/69af812852018-ID/image,https://apollo.olx.co.id/v1/files/69af812852018-ID/image | https://apollo.olx.co.id/v1/files/69af81280c1d2-ID/image | https://apollo.olx.co.id/v1/files/69af81286ee5d-ID/image | https://apollo.olx.co.id/v1/files/69af812876e0e-ID/image | https://apollo.olx.co.id/v1/files/69af8128c75f6-ID/image | https://apollo.olx.co.id/v1/files/69af8129dd983-ID/image | https://apollo.olx.co.id/v1/files/69af812996a27-ID/image | https://apollo.olx.co.id/v1/files/69af8129a9e88-ID/image | https://apollo.olx.co.id/v1/files/69af8129bb5ab-ID/image | https://apollo.olx.co.id/v1/files/69af8129b44d9-ID/image | https://apollo.olx.co.id/v1/files/69af812ae8465-ID/image | https://apollo.olx.co.id/v1/files/69af812aac255-ID/image | https://apollo.olx.co.id/v1/files/69af812b29e2f-ID/image | https://apollo.olx.co.id/v1/files/69af812b4f8d8-ID/image,https://www.olx.co.id/item/leasehold-2-bedroom-villa-in-prime-seminyak-iid-943757527
Disewakan rumah full furniture,Rp 105.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,100,210,SHM - Sertifikat Hak Milik,RUMAH KLASIK DI KEROBOKAN Rumah furnished untuk disewakan (langsung dengan pemilik) di daerah Padangsambian dekat Mahendradata. Lingkungan yang nyaman 'One Gate Sistem' dengan keamanan 24 jam. Akses mudah ke berbagai tempat dekat Mahendradata. 3 menit ke Bali Kiddy School 10 menit ke Umalas 15 menit ke Seminyak 10 menit ke Australian Independent School 15 menit ke Canggu 10 menit ke Trans Studio Mall Bali 25 menit ke Bandara. Daerah bebas banjir. Luas tanah 100 m2 Luas bangunan 210 m2 bangunan 2 lantai 3 Kamar tidur 2 Kamar mandi + 1 kamar mandi di belakang Ruang tamu kitchen Set dapur Tempat parkir Lebar jalan 5 meter ( ada jalan bisa parkir didepan rumah) Daya 4400 watt Token Sumur dan PDAM Furnished Smart TV fasilitas Wifi 30 mbs. Fasilitas tambahan: 3 AC 1 Kulkas besar 1 Dispenser 2 TV. Wifi 30 MBs. Harga sewa 105 juta/tahun. Ambil 2 tahun dengan harga special!!!,,Rosa,2026-03-10T08:08:53+07:00,https://apollo.olx.co.id/v1/files/67f4f033200c9-ID/image,https://apollo.olx.co.id/v1/files/67f4f033200c9-ID/image | https://apollo.olx.co.id/v1/files/67f4f035618c2-ID/image | https://apollo.olx.co.id/v1/files/67f4f036b0d10-ID/image | https://apollo.olx.co.id/v1/files/67f4f036823e1-ID/image | https://apollo.olx.co.id/v1/files/67f4f0372827e-ID/image | https://apollo.olx.co.id/v1/files/67f4f0387c35b-ID/image | https://apollo.olx.co.id/v1/files/67f4f038ab7bf-ID/image | https://apollo.olx.co.id/v1/files/67f4f039b128e-ID/image | https://apollo.olx.co.id/v1/files/67f4f03a71d00-ID/image | https://apollo.olx.co.id/v1/files/67f4f03b6774f-ID/image | https://apollo.olx.co.id/v1/files/67f4f03b4f3f6-ID/image | https://apollo.olx.co.id/v1/files/67f4f03ccae1d-ID/image | https://apollo.olx.co.id/v1/files/67f4f03d4dae5-ID/image | https://apollo.olx.co.id/v1/files/67f4f03e2e8bd-ID/image | https://apollo.olx.co.id/v1/files/67f4f03ff0533-ID/image | https://apollo.olx.co.id/v1/files/67f4f03f4f8eb-ID/image | https://apollo.olx.co.id/v1/files/67f4f0401e3ba-ID/image | https://apollo.olx.co.id/v1/files/67f4f0413b1bd-ID/image | https://apollo.olx.co.id/v1/files/67f4f041860a3-ID/image | https://apollo.olx.co.id/v1/files/67f4f0428cf70-ID/image,https://www.olx.co.id/item/disewakan-rumah-full-furniture-iid-933117043
Private Pool Minimalis Villa di Kerobokan dekat Canggu,Rp 145.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,120,80,,Diewakan private pool villa dalam komplek perumahan one gate system area Kerobokan dekat Canggu Seminyak Denpasar. Details: Luas Tanah 120m² Luas Bangunan 82m² 1.5lantai Hadap Timur 2 kamar tidur 2 Kamar Mandi Dapur Ruang Tamu Ruang keluarga Ac 2 Water heater Pool Air PDAM Listrik 2.200 watt Carport 1 mobil Kontak Agung Bagus,,Agung Bagus,2026-03-09T18:51:24+07:00,https://apollo.olx.co.id/v1/files/69aeb4394d48f-ID/image,https://apollo.olx.co.id/v1/files/69aeb4394d48f-ID/image | https://apollo.olx.co.id/v1/files/69aeb439afc9d-ID/image | https://apollo.olx.co.id/v1/files/69aeb4391d04c-ID/image | https://apollo.olx.co.id/v1/files/69aeb4397a343-ID/image | https://apollo.olx.co.id/v1/files/69aeb439de7c6-ID/image | https://apollo.olx.co.id/v1/files/69aeb43a9c837-ID/image | https://apollo.olx.co.id/v1/files/69aeb43a3a13b-ID/image | https://apollo.olx.co.id/v1/files/69aeb43a5422d-ID/image | https://apollo.olx.co.id/v1/files/69aeb43baa730-ID/image | https://apollo.olx.co.id/v1/files/69aeb43b6ee94-ID/image | https://apollo.olx.co.id/v1/files/69aeb43cb497c-ID/image | https://apollo.olx.co.id/v1/files/69aeb43ba866b-ID/image | https://apollo.olx.co.id/v1/files/69aeb43c1d987-ID/image,https://www.olx.co.id/item/private-pool-minimalis-villa-di-kerobokan-dekat-canggu-iid-943747567
AMR-052.AKR.V2 |,Rp 18.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,150,150,,Property ID: AMR-052.AKR.V2 Located in: Jalan Tunjung Kerobokan–Seminyak Experience the essence of Bali living with this well-designed 2-bedroom villa thoughtfully built to offer a warm ambiance and a practical layout for daily comfort. Whether you're a couple small family or remote worker the villa presents a perfect retreat—calm secure and only minutes away from Seminyak’s lifestyle attractions. Complete with private amenities and surrounded by shared leisure facilities it’s a property that offers both comfort and value. Property Highlights Private 2-bedroom villa in a quiet residential complex Shared pool garden and billiard center for a relaxed social lifestyle Spacious enclosed living room perfect for work or relaxation Generous housekeeping service 3x per week Free high-speed WiFi drinking water and kitchen essentials Only minutes to Seminyak Beach Petitenget Beach and Canggu Ideal for long-term residents seeking convenience and privacy Property Specifications Property ID: AMR-052.AKR.V2 Location: Jalan Tunjung Kerobokan – Seminyak Bali Type: 2 Bedrooms Villa Price: Rp 18.000.000 / month Rental Price IDR Rp 18.000.000 / month Price Includes: 3x/week Housekeeping (cleaning linen & towel change) Free Internet WiFi Access Free Gas Stove Free Drinking Water Price Excludes: Electricity (Token/Prepaid system) General Facilities Shared Swimming Pool Shared Garden Shared Parking Area Billiard Center VILLA FACILITIES (Private Unit) Total Villa Size: 150 m² Fully Private Unit Enclosed Living Room Air Conditioning Sofa Dining Table Kitchen Set with Standard Utilities Stove Refrigerator ROOM DETAILS: 2 Spacious Bedrooms Each with private bathroom Wardrobe Air Conditioning LOCATION ATTRACTIONS Live strategically between Bali’s top dining beach and entertainment destinations: 15 minutes to Seminyak Beach 15 minutes to Petitenget Beach 30 minutes to Canggu Beach A perfect base for enjoying Bali’s coastal lifestyle while staying close to daily conveniences supermarkets restaurants gyms and coworking spaces. ℹ Additional Notes Check-in: 02:00 PM Check-out: 12:00 PM No Pets Allowed Max 4 persons Prices may vary depending on season and management policy ℹ Please note: FYI construction is currently underway on the building next door Contact us Interested in viewing this villa or securing it for your monthly stay? Contact us now and schedule a private viewing before this unit is taken! #KerobokanVillaForRent #SeminyakVilla #BaliLongTermRent #2BedroomVillaBali #MonthlyRentBali #VillaForRentKerobokan #SeminyakLiving #BaliPropertyRental #PrivateVillaBali #BaliHomeForRent #ExpatLivingBali #AffordableBaliVilla,,Bali Kubu Properti,2026-03-09T14:06:25+07:00,https://apollo.olx.co.id/v1/files/693a627943cc9-ID/image,https://apollo.olx.co.id/v1/files/693a627943cc9-ID/image | https://apollo.olx.co.id/v1/files/693a62788ffde-ID/image | https://apollo.olx.co.id/v1/files/693a627856d51-ID/image | https://apollo.olx.co.id/v1/files/693a627864d83-ID/image | https://apollo.olx.co.id/v1/files/693a6278641e3-ID/image | https://apollo.olx.co.id/v1/files/693a62796ad39-ID/image | https://apollo.olx.co.id/v1/files/693a627ab6783-ID/image | https://apollo.olx.co.id/v1/files/693a627951431-ID/image | https://apollo.olx.co.id/v1/files/693a6279bbe21-ID/image | https://apollo.olx.co.id/v1/files/693a627ac729b-ID/image | https://apollo.olx.co.id/v1/files/693a627b11543-ID/image | https://apollo.olx.co.id/v1/files/693a627a3c07d-ID/image | https://apollo.olx.co.id/v1/files/693a627b267d7-ID/image | https://apollo.olx.co.id/v1/files/693a627b68216-ID/image | https://apollo.olx.co.id/v1/files/693a627bcf6f2-ID/image | https://apollo.olx.co.id/v1/files/693a627c7d5d8-ID/image,https://www.olx.co.id/item/amr-052akrv2--iid-941469642
