title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,url
Disewa Villa Jalan Raya Padonan Kuta Utara Full Furnished,Rp 280.000.000,year,Tibubeneng Badung,2,2,260 m²,160 m²,SHM,DISEWA VILLA JALAN RAYA PADONAN KUTA UTARA FULL FURNISHED Sewa Villa JALAN RAYA PADONAN - Badung LT 260 LB 160 KT 2 KM 2 Listrik 7700 Rp 280.000.xxx SHM Hadap Timur disewa villa Jalan raya Padonan Kuta Utara Full Furnished berlokasi di Jalan raya Padonan Desa / kelurahan : Tibubeneng Kecamatan : Kuta Utara Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata spesifikasi - orientasi menghadap : timur - luas tanah : 260 m2 - luas bangunan : 160 m2 - kamar tidur : 2 - kamar mandi : 2 fitur - listrik : 7.700 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 4 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : Private road access with a big carport. Quiet environment on a dead-end street with no passing traffic. Strategic location between Kerobokan and Canggu close to restaurants and entertainment spots. Rental Price Minimum lease: 2 years - Rp 300 million / year 3-year lease: Rp 280 million / year Leasehold Sale Leasehold price: Rp 3350000000 Remaining lease term: 21 years Expires: 1 October 2046 Extension possible harga : 280.000.xxx periode sewa : per tahun minimal masa sewa : 2 tahun ##VR8689,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/63f636caa786a975aea43ce6ea7d9fd0.png,https://www.rumah123.com/properti/badung-tibubeneng/disewa-villa-jalan-raya-padonan-kuta-utara-full-furnished-vlr235888/
Disewa Villa Puri Gading Jimbarab Kuta Selatan Full Furnished,Rp 150.000.000,year,Jimbaran Badung,4,3,150 m²,200 m²,SHM,DISEWA VILLA PURI GADING JIMBARAB KUTA SELATAN FULL FURNISHED Sewa Villa JALAN BLONGKEKER GG ARJUNA - Badung LT 150 LB 200 KT 4 KM 3 Listrik 4400 Rp 150.000.xxx SHM Hadap Selatan disewa villa Puri gading jimbarab Kuta Selatan Full Furnished berlokasi di Puri gading jimbarab Desa / kelurahan : Jimbaran Kecamatan : Kuta Selatan Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Akses Bandara; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata spesifikasi - orientasi menghadap : selatan - luas tanah : 150 m2 - luas bangunan : 200 m2 - kamar tidur : 4 - kamar mandi : 3 fitur - listrik : 4.400 VA - air : PDAM - jumlah lantai : 2 - carport : 2 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - 4 ensuite bedroom - fully furnished include electronic - swimming pool - kitchen set - cluster area - water heater harga : 150.000.xxx periode sewa : per tahun minimal masa sewa : 3 tahun #VR8686,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/a2a6a9a80aa76c6bffe800d400652e2a.png,https://www.rumah123.com/properti/badung-jimbaran/disewa-villa-puri-gading-jimbarab-kuta-selatan-full-furnished-vlr235887/
Disewa Villa Jalan Gemitir Biaung Denpasar Timur Full Furnished,Rp 285.000.000,year,Disewa Villa Jalan Gemitir Biaung Denpasar Timur Full Furnished | vlr235886,3,4,150 m²,160 m²,SHM,DISEWA VILLA JALAN GEMITIR BIAUNG DENPASAR TIMUR FULL FURNISHED Sewa Villa JALAN GEMITIR BIAUNG - Denpasar LT 150 LB 160 KT 3 KM 4 Listrik 7700 Rp 285.000.xxx SHM Hadap Utara disewa villa Jalan Gemitir Biaung Denpasar Timur Full Furnished berlokasi di Jalan Gemitir Biaung Desa / kelurahan : Kesiman Kertalangu Kecamatan : Denpasar Timur Kabupaten : Denpasar selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Akses Pelabuhan; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata spesifikasi - orientasi menghadap : utara - luas tanah : 150 m2 - luas bangunan : 160 m2 - kamar tidur : 3 - kamar mandi : 4 fitur - listrik : 7.700 VA - air : Sumur Bor - jumlah lantai : 3 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - only 10 minutes to SANUR - 5 minutes to the beach - 3 Bedrooms - 4 Bathrooms - Private Swimming Pool - Rooftop - Kitchen - Full Furnished - Living room - Fully equipped kitchen - Short dead-end road - very quiet & safe - monthly rent available for IDR 30 million (include cleaning 1x per week wifi pool maintenance) harga : 285.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR7906,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/cae9b135a2a87320bc29791216393754.png,https://www.rumah123.com/properti/denpasar-denpasar-timur/disewa-villa-jalan-gemitir-biaung-denpasar-timur-full-furnished-vlr235886/
Disewa Villa Jalan Pantai Berawa Kuta Utara Full Furnished,Rp 300.000.000,year,Tibubeneng Badung,3,3,200 m²,100 m²,SHM,DISEWA VILLA JALAN PANTAI BERAWA KUTA UTARA FULL FURNISHED Sewa Villa JL PANTAI BERAWA - Badung LT 200 LB 100 KT 3 KM 3 Listrik 5500 Rp 300.000.xxx SHM Hadap Selatan disewa villa Jalan pantai berawa Kuta Utara Full Furnished berlokasi di Jalan pantai berawa Desa / kelurahan : Tibubeneng Kecamatan : Kuta Utara Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : selatan - luas tanah : 200 m2 - luas bangunan : 100 m2 - kamar tidur : 3 - kamar mandi : 3 fitur - listrik : 5.500 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - include water Heater - 3 ensuite bedroom - kitchen set - brand new villa - quite and comfort Environment - swimming pool - store and refrigerator - ceiling fan - Gree 1 PK AC - wardrobe - winning table harga : 30000xxxxVR6494,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/6586bbde8fe2026557aeaa52e66ce4cb.png,https://www.rumah123.com/properti/badung-tibubeneng/disewa-villa-jalan-pantai-berawa-kuta-utara-full-furnished-vlr235885/
Disewa Villa Jalan Taman Sari Kerobokan Kuta Utara Full Furnished,Rp 350.000.000,year,Disewa Villa Jalan Taman Sari Kerobokan Kuta Utara Full Furnished | vlr235884,3,3,260 m²,230 m²,SHM,DISEWA VILLA JALAN TAMAN SARI KEROBOKAN KUTA UTARA FULL FURNISHED Sewa Villa JL TAMAN SARI - Badung LT 260 LB 230 KT 3 KM 3 Listrik 7700 Rp 350.000.xxx SHM Hadap Utara disewa villa Jalan taman sari kerobokan Kuta Utara Full Furnished berlokasi di Jalan taman sari kerobokan Desa / kelurahan : Kerobokan Kecamatan : Kuta Utara Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata spesifikasi - orientasi menghadap : utara - luas tanah : 260 m2 - luas bangunan : 230 m2 - kamar tidur : 3 - kamar mandi : 3 fitur - listrik : 7.700 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished harga : 350.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR1125,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/1b570dcf85268a20b718e8aaa6b56e02.png,https://www.rumah123.com/properti/badung-kerobokan/disewa-villa-jalan-taman-sari-kerobokan-kuta-utara-full-furnished-vlr235884/
Disewa Villa Jalan Moh Yamin Denpasar Selatan Full Furnished,Rp 450.000.000,year,Disewa Villa Jalan Moh Yamin Denpasar Selatan Full Furnished | vlr235883,3,3,400 m²,220 m²,SHM,DISEWA VILLA JALAN MOH YAMIN DENPASAR SELATAN FULL FURNISHED Sewa Villa JALAN MOH YAMIN - Denpasar LT 400 LB 220 KT 3 KM 3 Listrik 5500 Rp 450.000.xxx SHM Hadap Utara disewa villa Jalan Moh Yamin Denpasar Selatan Full Furnished berlokasi di Jalan Moh Yamin Desa / kelurahan : Renon Kecamatan : Denpasar Selatan Kabupaten : Denpasar selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata; Dekat Taman Kota spesifikasi - orientasi menghadap : utara - luas tanah : 400 m2 - luas bangunan : 220 m2 - kamar tidur : 3 - kamar mandi : 3 fitur - listrik : 5.500 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 2 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - 1 maid room plus bathroom - walk in wardrobe - laundry room - indoor and outdoor kitchen - swimming pool 3x10 meter - free maintenance pool and wifi - deposit required harga : 450.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR1881,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/413612c9c2c857e1808bf25678e4a887.png,https://www.rumah123.com/properti/denpasar-renon/disewa-villa-jalan-moh-yamin-denpasar-selatan-full-furnished-vlr235883/
K540 Sewa Villa Tuka Dalung Kuta Badung Bali Dekat Canggu Tabanan Denpasar Seminyak,Rp 188.000.000,year,K540 Sewa Villa Tuka Dalung Kuta Badung Bali Dekat Canggu Tabanan Denpasar Seminyak | vlr235904,2,2,,,,K540 Sewa villa tuka dalung kuta badung bali dekat canggu tabanan denpasar seminyak Details: - 2 bedroom (king size bed) - ⁠2 bathroom - ⁠kitchen (include: fridge microwave dispenser gas stove kitchen set) - living room - ⁠fully furnished (include: air conditioner smart tv water heater bed set sofa wardrobe) - ⁠private pool - ⁠parking area - laundry room (include: washing machine) - ⁠wifi 300mbps - ⁠electricity : 5.500 Kwh - ⁠water well - cleaning 2x per week - pool treatment 2x per week,,Zaskia novy propertyAgen IndependenNIB:010324001****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1969803/13bd574b0f8704c9015521c892a9139f.jpg,https://www.rumah123.com/properti/badung-dalung/k540-sewa-villa-tuka-dalung-kuta-badung-bali-dekat-canggu-tabanan-denpasar-seminyak-vlr235904/
Disewa Villa Jalan Lebah Sari Kuta Utara Full Furnished,Rp 185.000.000,year,https://www.rumah123.com/properti/badung-tibubeneng/disewa-villa-jalan-lebah-sari-kuta-utara-full-furnished-vlr235882/,2,2,130 m²,100 m²,SHM,DISEWA VILLA JALAN LEBAH SARI KUTA UTARA FULL FURNISHED Sewa Villa JALAN LEBAH SARI TIBUBENENG - Badung LT 130 LB 100 KT 2 KM 2 Listrik 4400 Rp 185.000.xxx SHM Hadap Barat disewa villa Jalan Lebah Sari Kuta Utara Full Furnished berlokasi di Jalan Lebah Sari Desa / kelurahan : Tibubeneng Kecamatan : Kuta Utara Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : barat - luas tanah : 130 m2 - luas bangunan : 100 m2 - kamar tidur : 2 - kamar mandi : 2 fitur - listrik : 4.400 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - fully furnished without electronic - 2 ensuite bedroom - sunken living room - 2 unit AC - brand new villa - water heater harga : 185.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR2721,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/d3799ed3a4be2779fdbdb30d03034cef.png,https://www.rumah123.com/properti/badung-tibubeneng/disewa-villa-jalan-lebah-sari-kuta-utara-full-furnished-vlr235882/
Disewa Villa Jalan Abasan Kuta Utara Full Furnished,Rp 300.000.000,year,https://www.rumah123.com/properti/badung-kuta-utara/disewa-villa-jalan-abasan-kuta-utara-full-furnished-vlr235881/,2,2,150 m²,100 m²,SHM,DISEWA VILLA JALAN ABASAN KUTA UTARA FULL FURNISHED Sewa Villa JALAN ABASAN CANGGU - Badung LT 150 LB 100 KT 2 KM 2 Listrik 7700 Rp 300.000.xxx SHM Hadap Timur disewa villa Jalan Abasan Kuta Utara Full Furnished berlokasi di Jalan Abadan Desa / kelurahan : Berawa Kecamatan : Kuta Utara Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : timur - luas tanah : 150 m2 - luas bangunan : 100 m2 - kamar tidur : 2 - kamar mandi : 2 fitur - listrik : 4.400 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - private pool - tropical garden - open living and dining area - ceiling dan - fridge stove safety box TV AC wifi hair drayer electric kettle Toaster iron board microwave water Dispenser coocking utensils harga : 300.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR1817,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/f3ef04d4a1392c2d6c69692607b5ef7d.png,https://www.rumah123.com/properti/badung-kuta-utara/disewa-villa-jalan-abasan-kuta-utara-full-furnished-vlr235881/
Disewa Villa Jalan Taman Giri Asri Kuta Selatan Full Furnished,Rp 235.000.000,year,Mumbul Badung,2,3,225 m²,250 m²,SHM,DISEWA VILLA JALAN TAMAN GIRI ASRI KUTA SELATAN FULL FURNISHED Sewa Villa JL TAMAN GIRI ASRI - Badung LT 225 LB 250 KT 2 KM 3 Listrik 4400 Rp 235.000.xxx SHM Hadap Barat disewa villa Jalan taman giri asri Kuta Selatan Full Furnished berlokasi di Jalan taman giri asri Desa / kelurahan : Mumbul Kecamatan : Kuta Selatan Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Akses Bandara; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Tempat Wisata spesifikasi - orientasi menghadap : barat - luas tanah : 225 m2 - luas bangunan : 250 m2 - kamar tidur : 2 - kamar mandi : 3 fitur - listrik : 4.400 VA - air : Sumur Bor - jumlah lantai : 2 - carport : 2 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - exclude pool maintenance and garden - private road access only 2 villa - 2 ensuite bedroom - mini bar and kitchen area - include TV AC water Heater stove - deposit required harga : 235.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahu #VR0539,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/1d83540b08792a5e073742e9f6b8711d.jpg,https://www.rumah123.com/properti/badung-mumbul/disewa-villa-jalan-taman-giri-asri-kuta-selatan-full-furnished-vlr235880/
Disewa Villa Jalan Nuansa Utama Selatan Kuta Selatan Siap Huni,Rp 250.000.000,year,Jimbaran Badung,5,4,150 m²,200 m²,SHM,DISEWA VILLA JALAN NUANSA UTAMA SELATAN KUTA SELATAN SIAP HUNI Sewa Villa JALAN NUANSA UTAMA JIMBARAN - Badung LT 150 LB 200 KT 5 KM 4 Listrik 5500 Rp 250.000.xxx SHM Hadap Timur disewa villa Jalan Nuansa Utama Selatan Kuta Selatan Siap Huni berlokasi di Jalan Nuansa Utama Selatan Desa / kelurahan : Jimbaran Kecamatan : Kuta Selatan Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Akses Bandara; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata spesifikasi - orientasi menghadap : timur - luas tanah : 150 m2 - luas bangunan : 200 m2 - kamar tidur : 5 - kamar mandi : 4 fitur - listrik : 5.500 VA - air : Sumur Bor - jumlah lantai : 2 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - exclude pool maintenance - balcony on 2nd floor - service room - guest toilet - plunge pool - wifi and CCTV harga : 250.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR0777,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/850778d523836a48ffdb3c357e5091ad.png,https://www.rumah123.com/properti/badung-jimbaran/disewa-villa-jalan-nuansa-utama-selatan-kuta-selatan-siap-huni-vlr235879/
Disewa Villa Jalan Sekuta Denpasar Selatan Siap Huni,Rp 270.000.000,year,Disewa Villa Jalan Sekuta Denpasar Selatan Siap Huni | vlr235878,4,2,300 m²,200 m²,SHM,DISEWA VILLA JALAN SEKUTA DENPASAR SELATAN SIAP HUNI Sewa Villa JALAN SEKUTA - Denpasar LT 300 LB 200 KT 4 KM 2 Listrik 5500 Rp 270.000.xxx SHM Hadap Barat disewa villa Jalan Sekuta Denpasar Selatan Siap Huni berlokasi di Jalan Sekuta Desa / kelurahan : Sanur Kauh Kecamatan : Denpasar Selatan Kabupaten : Denpasar selling point : Siap Huni; Bebas Banjir; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata; Dekat Taman Kota spesifikasi - orientasi menghadap : barat - luas tanah : 300 m2 - luas bangunan : 200 m2 - kamar tidur : 4 - kamar mandi : 2 fitur - listrik : 5.500 VA - air : Sumur Bor - jumlah lantai : 2 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - garasi - storage room - pool - 2 unit AC - kitchen set - 2 bed - lemari dan meja makan harga : 270.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR3277,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/bb69efbc81f0e2b0f74962d68112336c.png,https://www.rumah123.com/properti/denpasar-sanur-kauh/disewa-villa-jalan-sekuta-denpasar-selatan-siap-huni-vlr235878/
Disewa Villa Jalan Sedap Malam Denpasar Timur Full Furnished,Rp 275.000.000,year,Disewa Villa Jalan Sedap Malam Denpasar Timur Full Furnished | vlr235877,4,4,150 m²,200 m²,SHM,DISEWA VILLA JALAN SEDAP MALAM DENPASAR TIMUR FULL FURNISHED Sewa Villa JALAN SEDAP MALAM SANUR - Denpasar LT 150 LB 200 KT 4 KM 4 Listrik 3500 Rp 275.000.xxx SHM Hadap Timur disewa villa Jalan sedap malam Denpasar Timur Full Furnished berlokasi di Jalan sedap malam Desa / kelurahan : Kesiman Kecamatan : Denpasar Timur Kabupaten : Denpasar selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Akses Pelabuhan; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata; Dekat Taman Kota spesifikasi - orientasi menghadap : timur - luas tanah : 150 m2 - luas bangunan : 200 m2 - kamar tidur : 4 - kamar mandi : 4 fitur - listrik : 3.500 VA - air : Sumur Bor - jumlah lantai : 2 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - available untuk sewa bulanan dan harian - fully furnished - lingkungan tenang - akses jalan mobil - pool - 3 ensuite bedroom - include smart tv setiap kamar - include kitchen equipment harga : 275.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR5763,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/515a6d796fc733d66dc0f72634f69a6e.png,https://www.rumah123.com/properti/denpasar-kesiman/disewa-villa-jalan-sedap-malam-denpasar-timur-full-furnished-vlr235877/
Disewa Villa Jalan Batur Sari Denpasar Selatan Full Furnished,Rp 155.000.000,year,Disewa Villa Jalan Batur Sari Denpasar Selatan Full Furnished | vlr235876,2,3,150 m²,100 m²,SHM,DISEWA VILLA JALAN BATUR SARI DENPASAR SELATAN FULL FURNISHED Sewa Villa BATUR SARI - Denpasar LT 150 LB 100 KT 2 KM 3 Listrik 5500 Rp 155.000.xxx SHM Hadap Selatan disewa villa Jalan Batur sari Denpasar Selatan Full Furnished berlokasi di Jalan Batur sari Desa / kelurahan : Sanur Kecamatan : Denpasar Selatan Kabupaten : Denpasar selling point : Full Furnished; Bonus Canopy; Siap Huni; Bebas Banjir; Dekat Akses Pelabuhan; Dekat Akses Bus Kota; Dekat Akses Bandara; Dekat Pusat Perbelanjaan; Dekat Sekolah Internasional; Dekat Fasilitas Kesehatan; Dekat Tempat Wisata; Dekat Taman Kota spesifikasi - orientasi menghadap : selatan - luas tanah : 150 m2 - luas bangunan : 100 m2 - kamar tidur : 2 - kamar mandi : 3 fitur - listrik : 5.500 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - include elektronik - sofa dan bed - guest toilet - plunge pool - storage room - 2 bed king size harga : 155.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR6661,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/f29646becf186b8e430aa893848f10ea.png,https://www.rumah123.com/properti/denpasar-sanur/disewa-villa-jalan-batur-sari-denpasar-selatan-full-furnished-vlr235876/
Disewa Villa Jalan Tumbak Bayuh Mengwi Full Furnished,Rp 500.000.000,year,https://www.rumah123.com/properti/badung-mengwi/disewa-villa-jalan-tumbak-bayuh-mengwi-full-furnished-vlr235875/,3,3,173 m²,220 m²,SHM,DISEWA VILLA JALAN TUMBAK BAYUH MENGWI FULL FURNISHED Sewa Villa JALAN TUMBAK BAYUH - Badung LT 173 LB 22 KT 3 KM 3 Listrik 7700 Rp 500.000.xxx SHM Hadap Utara disewa villa Jalan Tumbak Bayuh Mengwi Full Furnished berlokasi di Jalan Tumbak Bayuh Desa / kelurahan : Tumbak Bayuh Kecamatan : Mengwi Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : utara - luas tanah : 173 m2 - luas bangunan : 220 m2 - kamar tidur : 3 - kamar mandi : 3 fitur - listrik : 7.700 VA - air : Sumur Bor - jumlah lantai : 3 - carport : 2 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - available monthly rent IDR 50.000.000 - leasehold 20 years IDR 6.500.000.xxx - one gate system - complex Villa - fully furnished include with electronic - laundry room and service area available - include cleaning 2x per weak - CCTV and water Heater include - minimal and BBQ area on rooftop - pool size 6x3 meter - security deposit require harga : 500.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR8973,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/1a2b0391b93f97f30c9de70142cedf1d.png,https://www.rumah123.com/properti/badung-mengwi/disewa-villa-jalan-tumbak-bayuh-mengwi-full-furnished-vlr235875/
Disewa Villa Jalan Raya Padonan Kuta Utara Full Furnished,Rp 200.000.000,year,https://www.rumah123.com/properti/badung-dalung/disewa-villa-jalan-raya-padonan-kuta-utara-full-furnished-vlr235874/,2,2,145 m²,101 m²,SHM,DISEWA VILLA JALAN RAYA PADONAN KUTA UTARA FULL FURNISHED Sewa Villa JALAN RAYA PADONAN - Badung LT 145 LB 101 KT 2 KM 2 Listrik 7700 Rp 200.000.xxx SHM Hadap Timur disewa villa Jalan raya padonan Kuta Utara Full Furnished berlokasi di Jalan raya padonan Desa / kelurahan : Dalung Kecamatan : Kuta Utara Kabupaten : Badung selling point : Full Furnished; Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : timur - luas tanah : 145 m2 - luas bangunan : 101 m2 - kamar tidur : 2 - kamar mandi : 2 fitur - listrik : 7.700 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Furnished catatan : - located in complex villa - 2 ensuite bedroom - powder room - storage room - pool size 9 m2 - carport - sunken living room with pool view harga : 200.000.xxx periode sewa : per tahun minimal masa sewa : 1 tahun #VR8086,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/e7a2b8f4ad91be419952771805fad1a0.png,https://www.rumah123.com/properti/badung-dalung/disewa-villa-jalan-raya-padonan-kuta-utara-full-furnished-vlr235874/
Disewa Villa Jalan Tegal Cupek Kuta Utara Siap Huni,Rp 200.000.000,year,https://www.rumah123.com/properti/badung-kerobokan/disewa-villa-jalan-tegal-cupek-kuta-utara-siap-huni-vlr235873/,2,2,110 m²,80 m²,SHM,DISEWA VILLA JALAN TEGAL CUPEK KUTA UTARA SIAP HUNI Sewa Villa JALAN TEGAL CUPEK - Badung LT 110 LB 80 KT 2 KM 2 Listrik 4400 Rp 200.000.xxx SHM Hadap Selatan disewa villa Jalan tegal cupek Kuta Utara Siap Huni berlokasi di Jalan tegal cupek Desa / kelurahan : Kerobokan Kecamatan : Kuta Utara Kabupaten : Badung selling point : Siap Huni; Bebas Banjir; Dekat Tempat Wisata spesifikasi - orientasi menghadap : selatan - luas tanah : 110 m2 - luas bangunan : 80 m2 - kamar tidur : 2 - kamar mandi : 2 fitur - listrik : 4.400 VA - air : Sumur Bor - jumlah lantai : 1 - carport : 1 - sertifikat : SHM - Sertifikat Hak Milik - kondisi properti : Bagus - kondisi perabotan : Unfurnished catatan : - brand new villa - include water Heater - 2 ensuite bedroom - open space living room and kitchen - include AC 2 unit - storage room harga : 200.000.xxx periode sewa : per tahun minimal masa sewa : 5 tahun #VR8416,,Bagus SetiawanAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1748389/17d3039704cda3781c031024c432aad3.png,https://www.rumah123.com/properti/badung-kerobokan/disewa-villa-jalan-tegal-cupek-kuta-utara-siap-huni-vlr235873/
